Serial No.,Name of the Project,Project Activity,Name of the Contact Person,Sector,Address Line.1,Address Line.2,Address Line.3,Telephone,Fax,Email
1121,METROPOLITAN ADVANCED TECHNOLOGIES P.L.,SMART CARD TECH.BASED DRIVING LICENSES AS IT ENABLED ACTIVIT,MS DUSHANTHI ROBERTS - DIRECTOR FINANCE,Knowledge Services,NO. 85,BRAYBROOKE PLACE,COLOMBO 02.,2437797,2448980,thamalim@metropoliton.lk
1122,METROPOLITAN RESIDENCIES (PVT) LTD.,APARTMENT COMPLEX,T N B BOGAHALANDA - ASST. ACCOUNTANT,Infrastructure,NO. 85,BAYBROOKE PL.,COLOMBO 02.,4700200,2478951,nuwanb@metropolitan.lk
1123,MEUNEX NAHALWATHURA HYDROPOWER (PVT) LTD,400KW HYDRO POWER PLANT,W N K WADUGE,Utilities,"NO. 162/114,","NILMINI UYANA, MADOLA,",AVISSAWELLA,777599106,362233997,nimnaenterprises@yahoo.com
1124,MIAMI BEACH HOTELS LTD.,50 ROOMED TOURIST HOTEL,INDRESH FERNANDO,Tourism & Leisure,SERNDIB LEISURE MGMT LTD.,AA BUILDING,COLOMBO 03.,2332155,2438933,indresh@hemas.com
1125,MIAMI CLOTHING (PVT) LTD.,GARMENTS,P A R DILANGA,Apparel,NO. 120,STATION RD,HOMAGAMA,011-7796900,4-796932,ranjula@bamholdings.com
1126,MIAMI EXPORTS (PVT) LTD - EXPANSION,GARMENTS,NISHAN CROOSPULLE,Apparel,NO. 52,STATION ROAD,HOMAGAMA,077 35727374,,nishan@bamholdings.com
1127,MIAMI EXPORTS (PVT) LTD.,GARMENTS,RAJEEWA WIMALAWICKRAMA - GROUP ACCT.,Apparel,NO. 46/34,LAKSARI SEVANA NAWAM MW.,COLOMBO 02.,074 796900,074 796932,miami@bamgroup.com
1128,MIAMI EXPORTS SERVICES (PVT) LTD.,"FABRIC CUTTING FOR APPLIQUE/ EMBROIDERY,STRIPE FABRIC MATCH",NISHAN CROOSPULLE,Apparel,NO. 52,SIR MARCUS FERNANDO MW.,COLOMBO 07,4796900,4796932,nishan@bamholdings.com
1129,MIC LANKA (PVT) LTD.,"DOORS, CASTING/SASH PRODUCTS",A M A K P FERANNDO - D. GENERAL MANAGER,Manufacturing,PHASE III,EPZ,KATUNAYAKE,"2252495 , 2254511",2254512,miclanka@slt.lk
1130,MICHELANGELO FOOTWEAR (PVT) LTD.,LADIES LEATHER FOOTWEAR,VATHSALA  LIYANARACHCHI,Manufacturing,PHASE III,F.T.Z.,KATUNAYAKE.,2253873/4,2253871,vathsala@michelangroup.com
1131,MICHELLE HOLDINGS (PVT) LTD,HOTEL - 15 ROOMS,RANJAKA DE MEL,Tourism & Leisure,NO 05, RHEINLAND PLACE,COLOMBO 03,5662277,5662299,ranjaka@michellebeach.com
1132,MICRO CARS LTD.,"MICRO CARS,UTILITY VEHICLES",SABRI WAHID - DEPUTY CHAIRMAN,Manufacturing,241/A,NEGOMBO RD.,PELIYAGODA.,2981565-7,2935839,sabri@trans-mec.lk
1133,MICRO CARS LTD. - EXPANSION 1,MFG./ASSEMBLE OF MOTOR VEHICLES,SABRI WAHID - DEPUTY CHAIRMAN,Manufacturing,NO. 241 A,NEGOMBO RD.,PELIYAGODA,4614254/5/6,2935839,sabri@trans_mec.com
1134,MICRO MINERALS (PVT) LTD.,"REFINE KAOLIN,BALL CLAY",P.N.N. JAYATHILAKE,Manufacturing,KENNANTUDAWA,HALTOTA,BANDARAGAMA.,774172188,034-3303466,micronj@arpico.com
1135,MICRO PACKAGING INDUSTRIES (PVT) LTD.,CORRUGATED CARTON BOXES,S A S PERERA - GENERAL MANAGER,Manufacturing,NO. 546,ATHURUGIRIYA RD.,MALABE.,2561371/2561406,2561372,micropac@sltnet.lk
1136,MICROCELLS (PVT) LTD.,"ROLL MATTINGS,FLOOR TILES ETC.",HANSANI PATHIRANA,Manufacturing,MICROCELLS (PVT) LTD,KOSKANATTE ROAD,MAMPE,112708908,112708917,hansani@microcells.net
1137,MICROSOFT SRI LANKA (PVT) LTD.,IT ENABLED SERVICES,A.A.M.D.H. ABEYWARDENA,Knowledge Services,"NO. 9/5,","THAMBIAH AVENUE,",COLOMBO 07.,4765500,4765570,haabeywa@microsoft.com
1138,MIDAYA CERAMIC COMPANY LTD.,ORNAMENTAL CERAMICS,K.K. PRIYANTHA - ACCOUNTANT,Manufacturing,P.O.BOX NO 5,"SHANTHI MW.,  MAKUMBURA",PANNIPITIYA.,2855144/9,2855322,midaya.ceramic@gmail.com
1139,MIDLAND BREEDERS (PVT) LTD.,HATCHERY & BREEDER FARM,MR. ESHANTHA PEIRIS - CEO,Agriculture,NO. 272,JAYAMALAPURA,GAMPOLA.,"081-2350001, 0777-253541",081-2350001,info@crysbro.net
1140,MIDLAND BREEDERS (PVT) LTD. - EXP. 2,HATCHERY & BREEDER FARM,MR. M IMTIAZ,Agriculture,MIDLAND BREEDERS (PVT) LTD.,"NO. 272, JAYAMALAPURA",GAMPOLA.,08-350111,08-350001,
1141,MIHIN LANKA (PVT) LTD.,INTL. & LOCAL AIRLINE / CARGO SERVICE,SAJIVA SUWARIS,Tourism & Leisure,NO. 15A,ALFRED PLACE,COLOMBO 03,"011 7800360, 0777 712221",011 7800304,sajsuw@mihinlanka.com
1142,MILCO (PVT) LTD,"MILK & MILK PROD., CATTLE FEED",NIMAL PEIRIS - MANAGER (FIN)\,Agriculture,"NO. 45, NAWALA RD.",NARAHENPITA.,COLOMBO 05.,2586174,2368082,nimalp@milco.lk
1143,MILFORD DEVELOPERS (PVT) LTD.,RENTING OF WAREHOUSES,MRS. D C COOKE,Services,"NO. 833, SIRIMAVO BANDARANAIKE MW.",COLOMBO 14,,2526694,2540333/2540662,sel@stassengroup.com
1144,MILLENIUM INFORMATION TECH. LTD.,COMPUTER SOFTWARE,NADUNIKA JAYAWARDENA,Knowledge Services,"NO.1,MILLENNIUM DRIVE",MALABE.,,"7,749,801,022,416,000",2413227,lasanthad@millenniumit.com
1145,MILLENIUM INFORMATION TECH. LTD. - EXP,COMPUTER SOFTWARE,NADUNIKA JAYAWARDENA,Knowledge Services,NO. 1,MILLENNIUM DRIVE,MALABE,"7,749,801,022,416,000",2413227,lalantha@millenniumit.com
1146,MILLENNIUM AIRLINES (PVT) LTD.,HELICOPTER SERVICES,KENNETH D. HINGERT - ACCOUNTANT,Tourism & Leisure,"NO. 385, GALLE RD.",COLOMBO 03.,,2374500,2370011,kenneth@favouritegroup.com
1147,MILLENNIUM DEV. (PVT) LTD.,RECREATIONAL PARK,T MAHENDRAN - GROUP DIRECTOR,Tourism & Leisure,"255/1 , VAUXHALL ST.",COLOMBO 10.,,4738100,2422571,mdl@excelgrouponline.com
1148,MILLENNIUM HOUSING DEVELOPERS L -  EXP.1,HOUSES,SISIRA WEERABAHU - EXEC. DIRECTOR,Infrastructure,CEYLINCO DEVELOPERS LTD.,"MILLENIUM CITY"", M D H JAYAWARDENA MW.",ATHURUGIRIYA.,4518421,4541750,cdevelop@sltnet.lk
1149,MILLENNIUM HOUSING DEVELOPERS LTD.,HOUSING COMPLEX,SISIRA WEERABHAHU,Infrastructure,"NO.28,","DICKMANS ROAD,",COLOMBO 05.,114518421,114541750,mhdevelop@dialognet.lk
1150,MILLENNIUM HOUSING LTD.,CONSTRUCTION OF HOUSES,SISIRA S. WEERABANDU - EXE. DIRECTOR,Infrastructure,"NO.28,","DICKMANS ROAD,",COLOMBO 05.,4518421,4541750,mhdevelop@dialognet.lk
1151,MILLENNIUM HOUSING LTD. - EXPANSION,HOUSING COMPLEX,SISIRA S WEERABHAHU - EXEC. DIRECTOR,Infrastructure,NO. 100,HAVELOCK RD.,COLOMBO 05.,4518421,4541750,cdevelop@sltnet.lk
1152,MILLENNIUM I.T. SOFTWARE (PVT) LTD.,COMPUTER SOFTWARE,NADUNIKA JAYAWARDENA-ASSISTANT MANAGER,Knowledge Services,NO-1,MILLENNIUM DRIVE,MALABE.,"7,683,256,132,416,000",2413227,lasantha@lseg.com
1153,MILLENNIUM I.T. SOFTWARE PVT (LTD). -EXP,COMPUTER SOFTWARE,NADUNIKA JAYAWARDENA,Knowledge Services,NO. 1,MILLENNIUM DRIVE,MALABE,"7,749,801,022,416,000",2416227,lalantha@millenniumit.com
1154,MILLENNIUM VILLA HOUSING DEVELOPMENT L.,CONSTRUCT A HOUSING COMPLEX,SISIRA S WEERABAHU,Infrastructure,"NO.28,","DICKMANS ROAD,",COLOMBO 05.,4518421,4541750,mhdevelop@dialognet.lk
1155,MINRA GAR.(PVT)LTD./KARUWALAGASWEWA,GARMENTS,,Apparel,,,,,,
1156,MIRACLE PETS INTERNATIONAL (PVT) LTD.,BREEDING ORNAMENTAL FISH,F.S.M.DISSANAYAKE,Agriculture,GALAYAYA,PANNALA,,037 2245310,037 2245310,menake@miraclepets.net
1157,MIREKA CAPITAL LAND (PVT) LTD.,HOUSING & COMMERCIAL COMPONENTS,EMIL RANASINGHE,Infrastructure,"LEVEL # 18, EAST  TOWER",WORLD TRADE CENTRE,COLOMBO 01,2346333,2449303,emil@wtc.lk
1158,MIREKA HOMES (PVT) LTD.,APARTMENT COMPLEX,EMIL RANASINGHE,Infrastructure,"LEVEL 18 , EAST TOWER",WORLD TRADE CENTRE,COLOMBO 01.,2346333,2449303,emil@orcl.lk
1159,MOBITEL (PVT) LTD.,TELEPHONE NETWORK(MOBITEL TELEPHONE SERVICE PROVIDER),NISANSALA RATHNAYAKE,Utilities,"NO. 108, W.A.D.RAMANAYAKE MW.",COLOMBO 02.,,071-2341410,2438354,nisansalar@mobitel.lk
1160,MOBITEL (PVT) LTD. - EXP 6,TELEPHONE NETWORK,NISHANTHA WEERAKOON,Utilities,MOBITEL (PVT) LTD.,"NO. 108, W A D RAMANAYAKE MW.",COLOMBO 02,,,
1161,MOBITEL (PVT) LTD. - EXP1,TRANSMISSION TOWERS (12 SITES),MANJU FERNANDO - CHIEF ADMIN. OFFICER,Utilities,,,,4799324,4712301,manju_f@mobitellanka.com
1162,MOBITEL (PVT) LTD. - EXP3,TELEPHONE NETWORK,NANDIKA BUDDHIPALA,Utilities,NO. 108,W A D RAMANAYAKE MW.,COLOMBO 02,"2330550 ext 112, 0716910112",2438354,buddhi@mobitel.lk
1163,MOBITEL (PVT) LTD. - EXP4,MOBILE NETWORK PROVIDER,NISHANTHA WEERAKOON,Utilities,MOBITEL (PVT) LTD.,"NO. 108, W A D RAMANAYAKE MW.",COLOMBO 02,2330550,2438354,nishanw@mobitel.lk
1164,MOBITEL (PVT) LTD. - EXP5,MOBILE NETWORK EXPANSION,NISHANTHA WEERAKOON,Utilities,MOBITEL (PVT) LTD.,"NO. 108, W A D RAMANAYAKE MW.",COLOMBO 02,2330550,2438354,
1165,MOCETI INTERNATIONAL (PVT) LTD.,PROVIDE INTL. CHARTERING SERVICE INCLUDING CONTAINER SERVICE,MR.DAVE KELLY,Services,"NO. 505, 4TH FLOOR",UNION PLACE,COLOMBO 10.,772033635,4765774,dave.kelly@advantis.world
1166,MODERN PRINTING DESIGN (LANKA) LTD.,GARMENT PACKAGING PRODUCTS,MR.LASATH J PATHIRANNEHE - MANAGER,Apparel,"SEC A, E 54","E P Z, BIYAGAMA",,011-2465590/077-3781002,"011-2465591, 011-2465583",lasath@modernpd.com.lk
1167,MODERN-PACK LANKA (PVT) LTD.,THERMOFORMING PROD.& DISPOSABLE CUPS,SARATH PERERA - ACCOUNTANT,Manufacturing,"NO: 418,","THALAGALA,",GONAPOLA,0342253190/191,342253192,sarath@modernpack.lk
1168,MOGAMI STEEL TECH (PVT) LTD.,ELECTRICAL & ALLIED PRODUCTS,S.M. AJITH WIMALASIRI,Manufacturing,KUMBUKA RD.,RAIGAMA,BANDARAGAMA.,"038-2289111, 038--2289222",038-2289333,accountmogami@sltnet.lk
1169,MOGAMI STEEL TECH (PVT) LTD.- EXPANSION,ELECTRICAL & ALLIED PRODUCTS,PALITHA DE SILVA,Manufacturing,KUMBUKA RD.,RAIGAMA,BANDARAGAMA,038 2289111/222,038 2289333,mogamisteeltec@sltnet.lk
1170,MOHAR MARINE SERVICES (PVT) LTD.,PROVIDE INTERNATIONAL SEA CARGO SERVICES,MR M THAYANANTHAN,Services,"NO 516,","SRI SANGARAJA MAWATHA,",COLOMCB 10,115225200,115225214,capitalct@sltnet.lk
1171,MONA PLASTICS (PVT) LTD.,"PVC PRODUCTS, WOODEN TOYS,MFG DECORATIVE CANDLES.",G.R.WIJEWARDANA,Manufacturing,NO.60,FIFTH LANE,COLOMBO 3,2565460,2565462,mona@eureka.lk
1172,MONA PLASTICS (PVT) LTD. - EXP1,PLASTIC DECORATIVE GIFTWARE,K.K.W. GUNAWARDANA - DIRECTOR,Manufacturing,NO. 60,5TH  LANE,COLOMBO 03.,2301145,2565462,mona@eureka.lk
1173,MONA PRECISION TOOLS (PVT) LTD.,"MFG.,FABRICATE&TURNING  OUT STEEL MOLDS DIES,TOOLS & PLASTIC",G R WIJEWARDENA,Manufacturing,"60, 5TH LANE",COLOMBO 03,,2565460,2565462,mona@eureka.lk
1174,MOODYS ANALYTICS KNOWL. SER. LANKA (P)L,IT ENABLED RESEARCH & ANALYSIS SER.,RAVI ABEYSURIYA,Knowledge Services,AMBA RESEARCH  LANKA (PVT) LTD.,"LEVEL 32, WEST TOWER, WORLD TRADE CENTRE","ECHELON SQUARE, COLOMBO 01",,,ravia@ambaresearch.com
1175,MOODYS ANALYTICS KNOWL.SER.LANKA (P)L,IT ENABLED RESEARCH & ANALYSIS SERVICES,CHANAKYA DISSANAYAKE- DIRECTOR,Knowledge Services,"LEVEL 32 , WEST TOWER",WORLD TRADE CENTRE,"ECHELON SQUARE , COLOMBO 01.",2356000,2356042,chanakyad@ambaresearch.com
1176,MORAGAHA OYA (PVT) LTD.,1.5  MINI HYDRO POWER PLANT,CHAMIKA FERNANDO,Utilities,250/1,TORRINGTON AVENUE,COLOMBO 07,0117 731731,,chamika@resusenergy.lk
1177,MOSCOW LANKA STEELS (PVT) LTD.,STEEL ROLLING MILL,M D ZAHIR - GENERAL MANAGER,Manufacturing,MOSCOW LANKA STEELS,HORANA RD.,KAHATHUDUWA.,071-7733377,0112-381867,dumient@yahoo.com
1178,MOTHERSON ELECTRICAL WIRES LANKA PVT LTD,"PVC COATED AUTO ELECTRICAL WIRES, CARBIDE CUTTING TOOLS",VIKAS SHARMA,Manufacturing,32 KM MILE STONE HIGH LEVEL ROAD,PINNALANDA ESTATE,WATAREKA,283050,112831841,vikas.sharma@mwl.motherson.com
1179,MOUNT LAVINIA HOTEL (PVT) LTD.,REFURBISHMENT OF MOUNT LAVINIA HOTEL - 81 ROOMS,T M C D DE SILVA,Tourism & Leisure,NO. 100,HOTEL RD.,MOUNT LAVINIA,2711414,2757977,cdesilva@mountlaviniahotel.com
1180,MOUNTCASTLE MARINE (PVT) LTD.,WATER SPORTS ACTIVITIES & RECREATIONAL COMPLEX,ZAHID A I JAFFERJEE,Tourism & Leisure,"NO. 02, ARUNACHALAM AVE.","OFF 36, HORTON PLACE",COLOMBO 07,0777 319644,2949116,zahidjaff@yahoo.com
1181,MTV CHANNEL (PVT) LTD.,TELEVISION STATION,NEOMI NALAWANSA,Utilities,NO. 45/3,BRAY BROOKE ST.,COLOMBO 02.,011-4792700,011-5340132,neomi@mtv.maharaja.lk
1182,MUBASHER TECHNOLOGIES (PVT) LTD.,DEVELOP & EXP.  SOFTWARE & IT RELATED SERVICES,RANJITH WICKREMASIRI,Knowledge Services,"NO. 19, 6TH FLOOR,","FLC BLDG., DUDLEY SENANAYAKE MW.",DUDLEY SENANAYAKE MW.,771580444,0,arjuna@mubasher.net
1183,MUL OYA POWER BASE (PVT) LTD.,5 MW MINI HYDRO POWER PLANT,D S EDIRISINGHE,Utilities,"5508, 2000 PLAZA, 25, NEW HOSPITAL RD.",SRI JAYAWARDENAPURA, NUGEGODA,2799986,2799986,ediri.setco@gmail.com
1184,MULTI PLANTS (PVT) LTD.,PROPERGATION OF PLANTS,SUMITH FERNANDO - ACCOUNTANT,Agriculture,NO. 32 B,SIR MOHAMED MACAN MARKAR MW.,COLOMBO 3.,2325339,2447760,huejay@slt.lk
1185,MULTICHEMI EXPORTS (PVT) LTD.,TEX.& GAR.PROCESS. CHEMICALS,U. D. S. VIPULARATHNE,Manufacturing,LOT 12,BLOCK A   EPZ.,BIYAGAMA.,"24,654,060,777,343,400",2465313,susanka@multichemi.com
1186,MUSALPETTI WIND POWER (PVT) LTD.,10 MW WIND POWER PLANT,MRS. P G V DIAS,Utilities,NO. 3,R A DE MEL MW.,COLOMBO 05,0112 352900,0112 584791,dias@senoksl.com
1187,MUTHUMUNI HOTEL (PVT) LTD.,AYURVEDIC RESORT - 25 ROOMS,MR. M N JAYANTHA DE SILVA,Tourism & Leisure,"NO. 16, GALLE RD.",MORAGALLA,ALUTHGAMA,"0777382466,034 2276766,2278070",,muthu1@sltnet.lk
1188,MYRA CONSTRUCTIONS (PVT) LTD.,LUXURY APARTMENT COMPLEX,J JEEVARUBAN - DIRECTOR,Infrastructure,"NO. 291/6 , EDWARD AVENUE",COLOMBO 06.,,3158470,,
1189,N C FASHIONS (PVT) LTD.,GARMENTS,E.M.S.D. EKANAYAKA,Apparel,"NO. 929/929 B,","MAIN ROAD, NAWAGAMUWA",RANALA.,077-4846594,011-5404451,accounts@needlecraftsl.com
1190,N J MARINE (PVT) LTD.,DEEP SEA FISHING & PROCESSING OF FISH,W A W COORAY,Agriculture,NO. 43/1,LOURDES AVE.,JA-ELA,"0112243096, 072 2262187",112245164,njmarine@sltnet.lk
1191,N K Y INTERNATIONAL (PVT) LTD.,"VALUE ADDED METRESSES,MFG BEDDING ITEMS.",K K GAMAGE,Manufacturing,NO. 315,MALWANA RD.,BIYAGAMA.,"2488334,075-0147139/8",112488334,kanchana.acc@nky-intl.com
1192,N O H HOTEL (PVT) LTD.,RENOVATE &REFURNISH A HOTEL - 30 ROOMS,R F RASQUINHO - FINANCIAL CONTROLLER,Tourism & Leisure,"NO. 19, 1ST FLOOR",GALLE FACE COURT 02,COLOMBO 03.,2392118,2399935,rrasquinho@amanresorts.com
1193,N. V. MANUFACTURING (PVT) LTD.,GARMENTS,A A S ABEYASINGHE-GM (FINANCE & CONTROLS,Apparel,N.V. MANUFACTURING (PVT) LTD.,IPZ,KATUNAYAKE.,"4839910, 2254935","2255231, 2254936",saman@NEXTmfg.lk
1194,NA LATEX (PVT) LTD.,CENTRIFUGED LATEX PROCESSING PLANT,MR. RANJITH - MANEGEMENT REPRESENTATIVE,Manufacturing,KATUGAMPOLA INDUSTRIAL PARK WEST,MAKANDURA,GONAWILA.,031 2299966/55,031 2299977,boseangM@sltnet.lk
1195,NADASTRA (PVT) LTD.,KNOWLEDGE PROCESS OUTSOURCING CENTRE,MANOJ SILVA,Knowledge Services,"NO 305, 4TH FLOOR,","AITKEN SPENCE TOWER 1,",VAUXHALL STREET,011 4700981,011 4741852,msilva@nadastra.com
1196,NALA DHANAVI (PVT) LTD.,4.8 MW WIND POWER PLANT,SAMPATH SOMARATHNE,Utilities,PARKLAND NO 33,PARK STREET,COLOMBO 02,773444946,2697283,sampaths@ceylex.com
1197,NALAKA PAPER MILLS (PVT) LTD.,PAPER & PAPER PRODUCTS,MRS. CHAMPIKA PERERA,Manufacturing,NO. 258/A,GALVIHARA RD.,DEHIWALA,077 3960018,2712360,
1198,NALESHA PAPER PRODUCTS (PVT) LTD.,"PHOTO COPY PAPER,FAX PAPER ,MARKER,PLOTTER AND TISSUE ROLLS.",MR. L M  SENANAYAKE,Manufacturing,"410/86 , BULLERS RD.",COLOMBO 07.,,0773-993610,112368878,naleshasri@yahoo.com
1199,NAQEAH (PVT) LTD.,UNDERTAKE DESIGNING OF PATTERNS FOR EXP.ORIENTED COMPANIES,NELUKA PERERA,Apparel,"NO. 197/4D, MALDENIYA WATTA",ARAWWALA,PANNIPITIYA,0777 598224,4528622,neluka@nagegh.com
1200,NARATHA AGRO- INDUSTRIES (PVT) LTD.,CULTIVATE OIL SEEDS &  MFG. HYDROGENATED EDIBLE OIL,J G RASIKA UPUL,Manufacturing,NO. 400,NUGAPE JUNCTION,USWETAKEIYAWA.,3038342,4831268,rasika.j@nmk.lk
1201,NASNA IMPEX GARMENTS IND. (PVT) LTD.,GARMENTS,D. NUWAN B. RANATUNGE,Apparel,"110 E, VIDARSHANA MW.",GALAWILA WATTA,HOMAGAMA.,117395592,2855049,nuwan@nasna.com.lk
1202,NATIONALSCHOOLOFBUSINESSMANAGEMENT LTD,NATIONAL SCHOOL OF BUSINESS MANAGEMENT,KAILASHINE THIRANAGAMA,Knowledge Services,NSBM GREEN UNIVERSITY TOWN,"MAHENAWATTA, PITIPANA",HOMAGAMA,115445000,115445009,kailashinie@nsbm.lk
1203,NATURAL CARBON LANKA (PVT) LTD.,COCONUT SHELL CHARCOAL BBQ BRIQUETTES,V BALAKRISHNAN,Manufacturing,"426/38, 6/4","TULIP APT, K CYRIL C PERERA MW",COLOMBO 13,756382252,037-2050481,vengad2012@gmail.com
1204,NATURAL COLLECTIONS (PVT) LTD.,GARMENTS,K B S PERERA,Apparel,"40/5 , NOVEL MENDIS MW.",MODARAWILA INDISTRIAL PARK,PANADURA.,038-2232321,038-2234626,samanthi@natural.com.lk
1205,NATURAL POWER (PVT) LTD.,MINI HYDRO POWER PLANT- 2.25 MW,TISSA ELEPERUMA-MANAGING DIRECTOR,Utilities,NO. 105/1,MADUPITIYA RD.,"MAHAWILA,  PANADURA.",038-2235024,038-2234025/2240815,info@naturub.com
1206,NATURAL RESOURCES HYDRO POWER P. L.,HYDRO POWER PLANT - 1.1 MW,P U RANGEBANDARA - DIRECTOR,Utilities,NO. 20D/1,GUILD FORD CRESCENT,COLOMBO 07.,"4936375,0777-872786",5336103,globala@sltnet.lk
1207,NATURE ENERGY DEVELOPERS (PRIVATE) LTD.,2.8 MW MINI HYDRO POWER PLANT,MR.CLEMENTS ENOCH - OFFICE MANAGER,Utilities,"NO 370,ABI,NAWALA RD,",NAWALA.,,011-4343601/3,011-2806175,eranga@pinnacleteas.com
1208,NATURE'S BEST INDUSTRY LTD., BROILER FARM,M N M YAKOOTH,Agriculture,"2ND FLOOR, NO. 407",GALLE RD.,COLOMBO 03,2575255,2575256,corporateoffice@bairahalk.com
1209,NATURUB ACCESSORIES (PVT) LTD.,GARMENTS ANCILLARIES,ANOMA GUNASEKARA,Apparel,"105/1, MADUPITIYA ROAD",MAHAWILA,PANADURA,038-2242266,038-2234025,finance@naturub.com
1210,NATURUB EXPORTS INTL. (PVT) LTD.,"ELASTIC TAPES,WOVEN WEBBINGS",ANOMA GUNASEKARA,Apparel,"NO.105/1 , MADUPITIYA ROAD , MAHAWILA","MAHAWILA,",,382242207,382234025,finance@naturub.com
1211,NATURUB EXPORTS INTL. (PVT) LTD. - EXP1,"ELASTIC TAPES,WOVEN WEBBINGS",TISSA ELEPERUMA,Apparel,,,,"652,025,645,180",,
1212,NATURUB LINGERIE ACCESSORIES (PVT) LTD.,"KNITTED, WOVEN & BRAIDED ACCESSORIES  (TAPES, ELASTIC TAPES",ANOMA GUNASEKARA,Apparel,"105/1, MADUPITIYA RD,","MAHAWILA,",PANADURA,382242207,382234025,finance@naturub.com
1213,NAVAM LANKA LTD.,LEAD INGOTS/POLYPROP. GRANULES,RAJESH SINGH,Manufacturing,"NO. 27 A,  MEPZ,",MIRIGAMA.,,"033-2275394, 0777-414882",033-2275395,cm@navamlanka.com
1214,NAVESTA PHARMACEUTICALS (PVT) LTD.,PHARMACEUTICAL PROD.,SANJAYA DE SILVA JAYARATHNE,Manufacturing,NO. 29/3,KIRIMANDALA MW.,"NAWALA , RAJAGIRIYA",342254200,112865847,sj@navesta.com
1215,NAWALOKA COLLEGE OF HIGHER STUDIES (P) L,PROVIDE HIGHER EDUCATION INSTITUTE,MR NALAKA NIROSHANA,Knowledge Services,"NO. 23, DESHMANYA H K DHARMADASA MW",COLOMBO 02,,011 5577111,011 2305054,cpm@nawaloka.com
1216,NAWALOKA DEVELOPMENTS (PVT) LTD.,STORAGE FACILITIES,MR.ROHANA KUMARASIRI,Services,"NO.42,NEGOMBO ROAD",PELIYAGODA.,,"2930282, 283,0777618888",2931075,group@nawaloka.lk
1217,NAWALOKA MEDICARE (PVT) LTD.,HOSPITAL,SUJAN MENAKA SENARATHNE,Infrastructure,NAWALOKA HOSPITALS PLC,"NO. 23, DESHAMANYA H K DHARMADASA MW.",COLOMBO 02,"031 5577111, 0770021201",2305054,finance.neg@nawaloka.com
1218,NEGOMBO BEACH RESORTS (PVT) LTD,HOTEL - 175 ROOMS,MANGALA WIJESEKERA,Tourism & Leisure,AITKEN SPENCE HOTEL MANAGEMENTS (P) LTD.,"NO. 315, VAUXHALL ST.",COLOMBO 02,"2308102, 077 3157389",,
1219,NEIL FERNANDO AND COMPANY (PVT) LTD.,"FIBRE GLASS FISHING VESSELS,MFG MOTOR CYCLE TRAILERS",ISHARA DISSANAYAKA,Manufacturing,"NO 11 , ALEXANDRA RD.",COLOMBO 06.,,5740767,2580756,pent_grp@slt.lk
1220,NELUWA CASCADE HYDROPOWER (PVT) LTD.,3 MW & 1.5 MW HYDRO POWER PROJECT,MR.K A B M I SENAVIRATHNA - ACCOUNTANT,Utilities,"27-2, EAST TOWER,","WORLD TRADE CENTER,",COLOMBO 01,011-2381111/077-3605312,11238115,mahesh.senevirathna@hayleyspower.com
1221,NEOPREX (PVT) LTD.,SYNTHETIC LATEX GLOVES,N A R R S NANAYAKKARA,Manufacturing,"400,DEANS RD.",COLOMBO 10.,,2627514,2699018,ramesh@dplgroup.com
1222,NEW HOPE LANKA LTD.,ANIMAL FEED FOR THE  LOCAL MARKET,V P NISANSALA MADUSHANI,Manufacturing,NO. 255 A,KURUNDUWATTA RD,"EKALA, JA-ELA",011-3036909,112051262,madu504@gmail.com
1223,NEW HOTEL KABALANA (PVT) LTD.,35  ROOMED HOTEL AT AHANGAMA,MR.RANJAN LAL MASAKORALA,Tourism & Leisure,"8/1, ASOKA MAWATHA",MADAWALAMULLA,GALLE,077 7327242,091 2250956,rmasakorala@gmail.com
1224,NEW LIFE LITERATURE (PVT) LTD.,PRINTING & PUBLISHING BOOKS,MR.SHIRAN ANANDHAM,Services,SPUR RD. 4,E.P.Z,KATUNAYAKE.,"22,521,240,703,760,000",2252138,finance@newlife.lk
1225,NEW NAWALOKA HOSPITALS (PVT) LTD.,HOSPITAL,THENUKA DISSANAYAKA -  ACCOUNTANT,Infrastructure, NAWALOKA HOSPITAL PLC,NO 23  DESHAMANYA H K DHARMADASA MW,COLOMBO 02.,011-5577111,011-2430393,thenuka@nawaloka.com
1226,NEW NAWALOKA MEDICAL CENTRE (PVT) LTD.,A HOSPITAL,THENUKA DISSANAYAKE -  ACCOUNTANT,Infrastructure,NO 23,DESHAMANYA H K DHARMADASA MW,COLOMBO 02,011-5577111,011-2430393,thenuka@nawaloka.com
1227,NEW PHILIP HOSPITALS (PVT) LTD.,TWO TIER HOSPITAL,J.M.C.ACHINI JAYASINGHE-ACCOUNTANT,Infrastructure,"225,GALLE ROAD",KALUTARA.,,034-2222888/077396441,034-2223550,
1228,NEW RATHNA PRODUCERS AND EXPORTERS P.L.,VALUE ADDED CINNAMON PROD. & EXTRACT SESAME OIL,PIYATHISSA RUNAGE - DIRECTOR,Agriculture,"PIYARANJANA, MATARA RD.",KAMBURUPITIYA.,,"041-2292299,041-2292788",041-2292498,info@rathnacinnamon.com
1229,NEW TRI STAR BEACH HOTEL (PVT) LTD.,HOTEL - 19 ROOMS,DR. V ARULANANDARAJAH - MD,Tourism & Leisure,NO. 09,BAMBALAPITIYA DRIVE,COLOMBO 04,"2595359, 0777 320596",,drvarul@sltnet.lk
